age,income,credit_score,loan_amount,employment_years,debt_ratio,location,education,loan_approved
18.123389724592897,53871.72884529886,719.804088119993,242462.80235943192,3.0193832635090923,0.3875282097792927,remote,bachelors,0
28.23463154914525,35121.770577262396,756.5077518768308,231148.16332258857,1.0468258014448644,0.3833650092221833,rural,bachelors,1
10.345230358419506,84094.02098415597,674.6872457394114,163813.13585384382,6.648113742384865,0.5073730217030498,rural,high_school,0
35.458645741060614,38422.636832675766,712.3446258479756,214091.72123273142,7.821486422050651,0.382688564829734,urban,phd,0
37.19622950120646,41603.02749148292,882.3092488650061,245890.88307548745,3.814487892185187,0.3393954971672185,urban,bachelors,1
15.605992576304157,60483.09515411693,661.4255944299645,239537.04289224363,2.2465313695561098,0.5849804182417331,suburban,bachelors,0
38.67956190539762,55048.90989007098,676.1010772911728,215950.46051349305,6.135840886235959,0.2033173237751428,suburban,masters,1
24.01838807856233,37691.31765741809,670.4658734232795,321225.0927267169,6.95868013225129,0.3221572000301535,remote,high_school,0
22.931562618017264,53196.50665872154,674.5697870865538,274840.74278707517,10.216169867474326,0.44375708655188917,rural,masters,0
20.295823557236204,23904.436524763547,713.4861687884639,240067.69595483952,1.6698671138869892,0.5131236944211222,suburban,masters,0
39.939509679634526,49526.45075213651,683.486519704939,291020.06704835006,7.409342732297059,0.5265651819034256,rural,masters,1
11.913914751573948,55985.50051276534,598.1090264451284,248439.68452012737,4.423127942602266,0.218429252742069,urban,bachelors,0
12.927809293204664,36546.537078234796,681.0829322747335,343142.71394850995,-2.9371189363232784,0.48365282222303513,urban,high_school,1
24.894080401146706,37601.58202767671,648.4214285751813,202305.74629012423,10.088818528487238,0.4881014573887268,remote,bachelors,1
25.309013445349606,32409.760186249783,576.2888704424387,269692.99231327,5.189921374508662,0.2856317685825073,remote,bachelors,0
39.51936507958257,16282.421850130468,748.7019339167074,122465.1460085043,6.427216233690569,0.2451100113880368,suburban,bachelors,1
30.906329088504656,53304.19452008529,648.0881185986262,226497.23505298406,7.785270066250877,0.49987446307812083,rural,bachelors,0
30.9268813029789,35496.05099667005,703.0019881729232,259113.91043709224,6.3842248361844165,0.29980000249491123,suburban,bachelors,1
12.562255922404724,56128.764387202085,490.76059667409777,230735.30047509063,0.13202972058078233,0.2006695216334709,suburban,bachelors,1
29.23560907066132,41351.597384697445,709.9353209120088,183686.70366178983,6.698714963334694,0.28942904143074444,rural,masters,0
3.1056365666583368,57295.91414023685,661.1951749293725,208344.14812667898,5.9865222348005975,0.21242720352652503,suburban,masters,1
34.84949206324119,10728.373495020147,586.7091121429805,189612.646725859,-2.679362100370378,0.2996746746776514,remote,bachelors,0
40.12750078271671,22079.21354601687,646.8848432280421,242837.15788682568,10.664148987590194,0.3340078329327284,rural,masters,0
