age,income,credit_score,loan_amount,employment_years,debt_ratio,location,education,loan_approved
39.96714153011233,70990.33154879004,666.2410862512809,104609.62210613045,2.4095191851051982,0.16729463164339675,rural,bachelors,0
33.61735698828815,63869.50524369153,692.7740664642241,156980.7494610249,4.9063895331827485,0.17597389746440803,rural,high_school,1
41.47688538100692,50894.45554880261,660.3790039500019,179319.72332891778,5.05405061613334,0.28428486853931023,rural,masters,1
50.23029856408026,40295.94833441639,684.601923518048,294384.3828670095,6.417891037530217,0.21451194484477637,urban,bachelors,1
32.658466252766644,60473.34970420385,605.3192666523107,227827.65622668792,0.8994249101575207,0.19898519249325855,rural,bachelors,0
32.6586304305082,55902.28078132625,710.6646853686469,133225.92154500543,6.777701821541992,0.35809505782133266,rural,high_school,0
50.79212815507391,63427.89830041598,700.0602737681112,224301.81447088186,-3.113174894808326,0.3603886980874178,suburban,bachelors,1
42.67434729152909,59527.57702522954,659.1455684465905,122634.80055308172,3.110346342908569,0.4298068279199717,suburban,bachelors,0
30.305256140650478,65743.29072979002,732.9622834216202,254134.55269435368,3.535178472645366,0.2670834267891904,rural,masters,0
40.42560043585965,41971.47182659148,746.8785068813279,176443.76740910608,6.899980478213715,0.1292340364104601,rural,masters,0
30.365823071875376,69760.91098451489,619.6220067815512,195318.19056304145,5.067892558030607,0.20946655396858307,urban,masters,1
30.34270246429743,52963.994070386,661.8637610716893,266289.8323771095,0.7833108384311398,0.49200218527872674,urban,high_school,1
37.41962271566034,81128.91308937898,661.5428825106351,135641.8215707875,2.0450206225489547,0.3385034300930808,rural,bachelors,0
15.86719755342202,39662.18272865648,653.0048449445568,130144.09074435044,5.5960400286422205,0.38389483392040813,suburban,high_school,0
17.750821674869673,76039.45704747873,741.4737420965874,170820.03368269975,4.762797974406331,0.10294313185016582,rural,bachelors,1
29.377124707590273,52968.66175193972,690.3086930613598,251918.94255096582,3.2626276710927606,0.30728229287300834,urban,bachelors,1
24.87168879665576,40228.72994578327,686.7742579344695,124032.69622615787,3.557498631464062,0.11501146301272125,suburban,bachelors,0
38.142473325952736,42741.71248918518,599.8068817796623,58392.22009447156,7.088503991477867,0.3276920848365792,suburban,masters,1
25.91975924478789,45194.7903770852,731.7709015104613,177442.05707955005,3.446922281392356,0.4683083398544302,urban,high_school,1
20.876962986647086,56362.48919602875,638.0370802573264,227587.03999554602,4.7357262679127805,0.4873676522001632,rural,high_school,1
49.65648768921554,57842.5323205325,702.9966315133164,260013.08748694145,11.509809764241629,0.31622107015556966,rural,bachelors,1
32.74223699513465,41394.49994092131,713.8688468979096,176841.93189573006,0.7289520893482306,0.28328192210088643,rural,high_school,1
35.67528204687924,49634.68111608526,768.0329297919326,179428.6696441999,-0.5555281947239763,0.47800683769939767,urban,masters,1
20.752518137865433,82134.05537917795,634.5589800440443,257695.03671278735,7.35076899439582,0.36944393279867804,suburban,high_school,1
29.556172754748175,75913.14755151067,549.0243922089587,106512.91501522897,2.9640708161176903,0.1259597118153638,urban,bachelors,1
36.10922589709866,56544.85504511048,709.1924772376848,180573.96124084954,4.0452874167721395,0.286290231066999,rural,masters,1
23.490064225776973,50570.05217252301,790.0255590755427,209521.1944962529,2.6565308656066575,0.19609800738572158,urban,masters,1
38.75698018345672,51800.46990077392,761.9473176469719,222460.9360642517,4.220599577697462,0.2879217285794726,suburban,bachelors,1
28.99361310081195,59202.769590956246,710.4829707637313,174509.66534045586,9.795614336289024,0.28218622880254474,urban,high_school,1
32.083062502067236,34658.111522023915,675.4181907183977,201722.05058529208,7.406385375854358,0.33285792112589685,rural,bachelors,0
28.98293387770603,46139.35193864982,740.3561298318655,75583.63232935053,7.586670535660931,0.24270819613970052,suburban,high_school,1
53.522781845089376,24971.238891836158,651.3226900147765,167087.57938330757,0.7513188326220632,0.16570817978237123,urban,high_school,0
34.86502775262066,55988.34683907919,723.8178884678109,222675.43562772337,1.5465387903413923,0.3014877738359825,urban,masters,0
24.422890710440996,59707.939095541115,725.2735079583314,150885.29828726602,-3.5172359784562808,0.4320811537383048,suburban,bachelors,0
43.225449121031886,42752.20306550939,753.010495374944,202949.21107947986,2.571857536751738,0.365604891227041,suburban,masters,1
22.791563500289776,73609.80144935049,837.983001945554,222343.6250401349,7.870109559156975,0.23534714637008636,rural,bachelors,0
37.08863595004755,31613.515054964882,719.6207983589384,182872.53995711176,6.550839547245113,0.4742092091035429,suburban,bachelors,1
15.403298761202244,28034.376796852695,674.551818714625,208523.18854982854,4.335460211143628,0.4648830284996729,rural,masters,1
21.718139511015693,53366.77727839958,698.7212843904002,151863.37173576938,4.933099148845841,0.18373935975363953,urban,bachelors,1
36.96861235869123,65706.47453918232,611.5462047555441,189669.43601519766,2.933343372273783,0.1157670340481452,rural,bachelors,1
42.38466579995411,75258.91537186803,665.2643434455471,230510.80847946112,5.614276647205353,0.39652348334030496,urban,high_school,1
36.7136828118997,43116.7360569659,679.5358780943448,207848.64804842172,7.297634838441844,0.43104410453966135,suburban,bachelors,1
33.843517176117594,66180.21250146943,673.7955801032704,170673.43652180323,0.1523396377685815,0.48714582638054216,urban,bachelors,1
31.988963044107113,49422.372957489395,707.6177436016861,211210.82021453965,5.898943063512045,0.4559345576353243,suburban,masters,1
20.214780096325725,47410.59050088771,658.87900338089,235730.48953183088,7.797304612864002,0.34021390728256595,urban,masters,1
27.801557916052914,63254.89906230009,756.0515333662236,97502.9360711261,3.754699133109891,0.31202093568495237,urban,bachelors,1
30.393612290402125,59784.84317620129,700.0103532459099,257953.70324779488,7.102101836361751,0.11113642050503453,urban,high_school,1
45.57122226218915,26354.11764523626,699.5349839430693,183187.2630659464,13.44396333341766,0.19866257873791116,urban,high_school,0
38.43618289568462,72148.10524588844,683.6052641743541,221274.49666201152,4.686971621039325,0.2838459006931706,rural,masters,1
17.36959844637266,70701.37031221177,707.759534192949,259862.3461822614,6.179921150015971,0.35140156003342715,urban,bachelors,1
38.24083969394795,40616.55947735706,741.2549132333818,131416.3151384767,2.7858287490158253,0.32290073332736424,rural,bachelors,1
31.149177195836835,55937.05300156114,656.643489214455,164527.94987862266,5.543753487806152,0.3970543958726762,suburban,high_school,1
28.230779996940413,57410.45279424108,667.0941755462371,185572.56520621476,6.380814874946911,0.21190677235481636,suburban,high_school,1
41.11676288840868,53910.10648735861,684.8136985611668,160812.32394377858,5.584527020810414,0.3259810430609893,rural,high_school,1
45.30999522495951,41745.422692318694,632.7064538263393,286746.8287918404,1.9409140408734298,0.13525689735631685,suburban,masters,0
44.31280119116199,39925.64948092923,659.0371070139252,157161.39530866037,5.619085313976353,0.2654662094332828,suburban,bachelors,0
26.607824767773614,49616.688935128324,676.188956322767,172222.66102565668,9.386587816152911,0.4000643331818404,urban,masters,0
31.907876241487855,67590.93528889047,743.7194590356364,210219.45158014883,6.345907293543582,0.37736034137161767,urban,bachelors,1
38.31263431403564,58154.002318916486,713.1280664500963,139892.52369619557,7.8859615672155225,0.4962570948688716,urban,masters,1
44.75545127122359,44440.78501870841,709.6794955683772,180215.96441218682,4.288964089962117,0.21115645039510242,rural,bachelors,1
30.2082576215471,61575.48065972517,742.5448981083986,215872.66306250874,7.249700718271132,0.29927571966959166,rural,high_school,1
33.14341023336183,7271.8606905488705,693.1314105800302,183356.97978087445,5.837803514649578,0.2318121655095987,suburban,high_school,1
23.936650259939718,67231.48550558156,719.5232424964445,195330.65705500258,2.147267810938304,0.2762412456236699,urban,high_school,1
23.037933759193294,23904.293318328506,694.8389123533752,173533.39437758146,5.955563014396623,0.44278005194775527,rural,masters,1
43.125258223941984,44563.38587895302,713.2681174699815,124276.48454096165,2.0249100096790684,0.3736836300753946,rural,high_school,1
48.56240028570823,33204.95158060784,670.8620671194209,216079.66056696192,3.101359175345624,0.4529764765390327,urban,bachelors,1
34.27989878419666,30579.777864186413,578.0591420861786,287746.6535823621,5.567984921877122,0.1814044433327546,rural,masters,0
45.03532897892024,67412.4018106778,693.2860418906848,200920.0815391719,5.891732820140372,0.4493444471365752,urban,bachelors,1
38.61636025047634,42984.48198032163,771.137406804997,211263.20586237748,1.432302604768613,0.12390490967135377,suburban,masters,1
28.548802453948756,55197.55822596073,746.3107701120796,234636.13775584297,8.161957313548628,0.455439712174861,suburban,bachelors,0
38.61395605508414,49296.19131681224,748.2698742295586,136533.47517266503,6.716018834901419,0.23162951178429117,suburban,bachelors,1
50.38036566465969,57155.612408346824,761.8065360903109,285125.73290648026,2.8858146931673483,0.2258350533656266,urban,masters,1
34.64173960890049,51152.32836590383,704.4328795480719,210116.4398211401,0.3872456106524744,0.3048354306794656,rural,masters,1
50.64643655814006,30755.116637171457,709.8657853702798,281592.84495445545,4.565286262755706,0.4762760750892927,suburban,high_school,0
8.802548959102555,64944.002291707104,669.1174052282825,163348.35022380052,3.6621688584165195,0.11911254587256215,suburban,high_school,1
43.21902504375224,42593.65125258031,684.1963571986475,290903.0961278912,5.339421371159069,0.24089239002829813,suburban,bachelors,1
35.870470682381715,26651.271520103735,730.7885574885571,238757.77470173917,3.9106500165333005,0.44262879547333434,rural,bachelors,0
32.009926495341325,43578.27258551131,760.1942218584409,227652.00429261793,-1.0223705822350295,0.2584217909741867,rural,bachelors,1
35.91760776535502,72511.39685951466,693.02768621595,211701.2227176574,3.834959185096525,0.1796627590388268,urban,masters,0
15.124310853991073,62753.32613170239,677.4905367574294,187573.56909627753,4.083142666795061,0.2699176725325647,suburban,masters,0
32.80328112162488,44770.21798388211,700.0263979428298,260026.58292369364,6.900983074322176,0.25422100059666775,rural,high_school,0
38.57112571511746,44761.13443522357,730.0603374464557,207017.99349240234,2.9054009761668507,0.4661664805866814,urban,bachelors,0
49.77894044741516,45175.47423173926,627.8072591933229,101646.51482064239,10.036024020117699,0.40477375029723883,suburban,high_school,1
29.817297817263526,81151.21975341262,585.1909523431381,144140.67691464987,-0.734921651955271,0.3020462222976026,rural,masters,0
26.915063971068122,55729.0317834733,672.4731575254208,190707.71239036263,8.933502493407874,0.49534822668862843,rural,masters,1
29.982429564154636,56450.624707866045,638.964378704292,215499.94915827774,4.327043087365686,0.2861110125103693,urban,masters,1
44.15402117702074,65454.25181047763,674.5929901176345,197170.5755550052,7.578754617030668,0.1232951323281101,suburban,high_school,1
